full_name,forks
"""goldthree-shit/my-p4""",0.0
"""goliaro/p4-learning""",0.0
"""goliaro/tutorials""",0.0
"""gonhidalgo/DesgnLargeScaleNetworkedSystem""",0.0
"""gosstake/tutorials""",0.0
"""greatbn/sfc-integrity""",0.0
"""greenFantasy/cs145-23-project7""",0.0
"""guerziz-ines/P4-Calculator""",0.0
"""guimvmatos/DashServer""",0.0
"""guimvmatos/P4_RED""",0.0
"""guy-davidi/DPDK-scripts""",0.0
"""gvenancioluz/InFaRR2022""",0.0
"""gvenancioluz/SBRC2022""",0.0
"""gycsaba96/nsdi22""",0.0
"""gycsaba96/psa-ebpf-parser-metadata-issue""",0.0
"""h2bit/P4HLP""",0.0
"""h2bit/The-Road-to-P4""",0.0
"""h2bit/fcm_p4""",0.0
"""hackberryspace/tutorials""",0.0
"""hahada5/P4_Program""",0.0
"""hahapipi108/p4-learning""",0.0
"""hahaqundao123/P4-tourties""",0.0
"""hakiri/tutorials""",0.0
"""hanghoo/P4lab""",0.0
"""hanhanchan/rdma-multicast""",0.0
"""hannelita/petr4""",0.0
"""hanw-bfn/p4c""",0.0
"""haofoooo/tutorials""",0.0
"""harshgondaliya/P4-NetFPGA-ASMs""",0.0
"""hassepedro/p4_code""",0.0
"""havya7/p4-guide""",0.0
"""heidinet2007/p4-applications""",0.0
"""hemant-avatar3/p4c""",0.0
"""henry0408/P4tutorials""",0.0
"""hesam4g/hesam_switch""",0.0
"""hesingh/PNA""",0.0
"""hesingh/emit-struct""",0.0
"""hesingh/p4-ipv6-switch-ml""",0.0
"""hesingh/p4-tcp-checksum""",0.0
"""hesingh/p4c-p4runtime-psa""",0.0
"""hesingh/rsa""",0.0
"""hhlrank/p4debug""",0.0
"""highpon/tutorials""",0.0
"""hisham-sid/NetPixel_P4""",0.0
"""hisham-sid/p4CNNFinal""",0.0
"""hjhde12345/p4-applications""",0.0
"""hjjtanlei/p4tutorials""",0.0
"""hkgb77/tutorials""",0.0
"""hklee817/p4-applications""",0.0
"""hklee817/p4lang-tests""",0.0
"""hklee817/tutorials""",0.0
"""hksoni/p4c""",0.0
"""hljjhljj/p4-learning""",0.0
"""hljjhljj/tutorials""",0.0
"""hmooda11/test""",0.0
"""hopnets/valinor-n""",0.0
"""horus-scheduler/horus-p4""",0.0
"""hotephen/SAINA""",0.0
"""hotephen/optsfc""",0.0
"""hotephen/p4rnn""",0.0
"""how123480/MQTT-p4""",0.0
"""howlbz/Softwarized-and-Virtualized-Mobile-Networks""",0.0
"""hpfmn/psa-ebpf-demo""",0.0
"""hsinliangchen0201/tutorials""",0.0
"""huang-b/tutorials""",0.0
"""huangjiawe/tutorials""",0.0
"""huge0128/tutorials""",0.0
"""huihuiiris/Approximated-Fair-Queuing""",0.0
"""huihuiiris/P4_ml_project""",0.0
"""hungnguyen88/p4-QiQ""",0.0
"""hushunkui/netcope-p4""",0.0
"""hussainahmad1995/p4-projects""",0.0
"""hussainahmad1995/tutorials""",0.0
"""huyongqingandczw/P4_SketchLib""",0.0
"""hyojoonkim/IWSpring2020""",0.0
"""hyojoonkim/p4langtutorials""",0.0
"""iamtangram/FibonacciRest""",0.0
"""ibal3233/PSasCP""",0.0
"""ibal3233/rg-materials""",0.0
"""ibrahimabdelaziz/DAIET""",0.0
"""ibrahimssd/tutorials""",0.0
"""ican2002/upf_p4_poc""",0.0
"""idasummer/p4-applications""",0.0
"""idealedge/p4-guide""",0.0
"""idealedge/p4-semantics""",0.0
"""igorsnunes/modbus_p4_whitelist_switch""",0.0
"""ike-kunze/p4-learning""",0.0
"""ikuyotagan/2022_2023-network_programming-k34202-tasmaev_i_a""",0.0
"""ilanr/p4-guide""",0.0
"""illumin4te/2022_2023-network_programming-K34202-konstantinova-i-v""",0.0
"""imanlotfimahyari/p4-projects""",0.0
"""imtsuki/p4tutorials""",0.0
"""inbalf/cloud""",0.0
"""inetintel/assignment_0""",0.0
"""inetintel/assignment_1""",0.0
"""inlived/2022_2023-network_programming-k34202-sidorenko_d_a""",0.0
"""intrig-unicamp/P4-HH""",0.0
"""intrig-unicamp/p4_robot""",0.0
"""ipdksw/test-mirror""",0.0
"""ipnihility/ipv6-int-test""",0.0
"""ipnihility/mri""",0.0
"""ipnihility/p4-projects""",0.0
"""irevoire/p4-learning""",0.0
"""irevoire/syncookie-T4P4S""",0.0
"""irrashai/p4-learning""",0.0
"""irrashai/tutorials""",0.0
"""isabella232/DASH-3""",0.0
"""ishan-gaur/tutorials""",0.0
"""itsprajwalshavi21/LoadBalancing-P4""",0.0
"""izzyalonso/Broadcasting-Overlays""",0.0
"""izzyalonso/p4-poc""",0.0
"""j-takemasa/p4-projects""",0.0
"""jab1982/p4-applications""",0.0
"""jackmin/p4-guide""",0.0
"""jackmygreat/p4srv6""",0.0
"""jaewook2/FASE""",0.0
"""jafingerhut/cram""",0.0
"""jafingerhut/p4-dpdk-target-notes""",0.0
"""jafingerhut/pna""",0.0
"""jaguar-project/p4_memory_allocation""",0.0
"""jamespan880911/tutorials""",0.0
"""jammycc/gauntlet""",0.0
"""janisnk/tutorials""",0.0
"""jasmincantic/Link_Monitoring""",0.0
"""jasmincantic/Stateful_firewall""",0.0
"""jasonliu9672/p4_BMV2_Lab2""",0.0
"""jeepsons/p4-guide""",0.0
"""jenniferdawson/Robert_Vernon_Bioinformatics_HairpinScoring""",0.0
"""jeromesun14/papers""",0.0
"""jerryfree/mag_case""",0.0
"""jerryzhangdahai/tutorials""",0.0
"""jetswayss/tutorials""",0.0
"""jfingerh/pna""",0.0
"""jfingerh/tutorials""",0.0
"""jgjl/p4se""",0.0
"""jgorczynski/psa-ebpf-demo""",0.0
"""jiaojinawei/p4-guide""",0.0
"""jiarong0907/p4-projects""",0.0
"""jiayiliu-xdu/Accurate-ECN""",0.0
"""jiayiliu-xdu/INT-InBand-Network-Telemetry-""",0.0
"""jiayiliu-xdu/P4""",0.0
"""jiayiliu-xdu/P4_COPY_TO_CPU""",0.0
"""jibanli/NDN.p4""",0.0
"""jijinfanhua/fcm_p4""",0.0
"""jijinfanhua/p4-guide""",0.0
"""jijinfanhua/rP4-language""",0.0
"""jindalabhishek/tutorials""",0.0
"""jingfeihu/p4-applications""",0.0
"""jingqih/p4-guide""",0.0
"""jiusi/NDN.p4-16""",0.0
"""jkim117/NetAssay_Tofino""",0.0
"""jklr/p4-applications""",0.0
"""jmalvarezd/p4-semantics""",0.0
"""jmasic/tutorials""",0.0
"""job_interview1/2021_SDN""",0.0
"""jonlanglet/DTA""",0.0
"""joonkang/p4-guide""",0.0
"""jordiortizlab/RARE""",0.0
"""jordiortizlab/inbandTelemetry_KPN_P4_Hackathon_2019""",0.0
"""joshuamhtsang/tutorials_jmt""",0.0
"""joshuanoronha/p4-load-balancer""",0.0
"""joygetsit/vm-tas-mininet-P4""",0.0
"""jpmondet/p4-learning""",0.0
"""js9045/p4-applications""",0.0
"""jsa214-jihoon/cmpt471-group16""",0.0
"""jungha-hong/rg-materials""",0.0
"""junqinhu/tutorials""",0.0
"""kairotavares/tutorials""",0.0
"""kakawxy/openstate.p4""",0.0
"""kaomri/p4c""",0.0
"""kapalex/tutorials""",0.0
"""kartikx/p4jfinger""",0.0
"""katerega/p4-ipv6-switch-ml""",0.0
"""kaydoh/tutorials""",0.0
"""keemeew/Early-Exit-P4""",0.0
"""keemeew/p4-projects""",0.0
"""keesjank/tutorials""",0.0
"""keeyank/CMPT471-Project5""",0.0
"""kenchan423/EC441-assignment-4""",0.0
"""kenvay/tutorials""",0.0
"""keshugupta1/DASH""",0.0
"""kesnar/p4-dpdk-target-notes""",0.0
"""kevinbird61/p4c""",0.0
"""kevintianbalance/p4_exec""",0.0
"""khoanhd/tutorials""",0.0
"""khooi8913/p4-dpdk-target-notes""",0.0
"""khooi8913/p4-xdp-no-ping""",0.0
"""khooi8913/p4_double_precision""",0.0
"""khooi8913/p4extern""",0.0
"""khooi8913/tofino-dida""",0.0
"""khooi8913/tofino-netcache""",0.0
"""khushboo28sahu/P4tutorials""",0.0
"""kikikio/tutorials""",0.0
"""kimi8187/tutorials""",0.0
"""kishoreatreya/p4-tutorials""",0.0
"""kkaroly42/P4RROT_Security_Apps""",0.0
"""kmateuszssak/p4-demos""",0.0
"""kmlTE/tutorials""",0.0
"""knodir/hackathons""",0.0
"""komalshinde27/p4-guide""",0.0
"""kome2/tutorials""",0.0
"""kongjiawei/P4_SInk""",0.0
"""kongjiawei/P4_Source""",0.0
"""kongjiawei/tofino-""",0.0
"""kotesh132/BevComplier""",0.0
"""kotesh132/test_cases""",0.0
"""koty08/System_Software""",0.0
"""kpatle123/P4-Tutorials""",0.0
"""kphf1995cm/p4-demo""",0.0
"""kphf1995cm/p4srv6""",0.0
"""krishnakadiyala/tutorials""",0.0
"""kshalot/p4_dhcp""",0.0
"""ksubramanianBarefoot/p4c""",0.0
"""ku-asteam/qmon""",0.0
"""kwarnke70/tutorials""",0.0
"""kxiong99/tutorials""",0.0
"""kylekyle/p4-projects""",0.0
"""laochonlam/DAIET""",0.0
"""laochonlam/p4-projects""",0.0
"""lapd-dpdk/p4-dpdk""",0.0
"""laphedhendad/2022_2023-network_programming-K34202-migulaeva-t-a""",0.0
"""lapnd/upf_p4_poc""",0.0
"""laquiante/DASH""",0.0
"""larryhchang/p4c""",0.0
"""lbr711/p4-researching""",0.0
"""lchang1977/tutorials""",0.0
"""ldong2014/Switches""",0.0
"""ldong2014/The-Road-to-P4""",0.0
"""ldong2014/p4-guide""",0.0
"""ldong2014/p4-ipv6-switch-ml""",0.0
"""ldong2014/p4-learning""",0.0
"""ldong2014/p4-researching""",0.0
"""leandrocalmeida/dash""",0.0
"""leandrocalmeida/iRED""",0.0
"""leeinfy/p4""",0.0
"""leftyLin/papers""",0.0
"""leoli-nps/INT-InBand-Network-Telemetry-""",0.0
"""lesleychou/p4-guide""",0.0
"""lguohan/p4c""",0.0
"""li5ch/p4-guide""",0.0
"""liamdp12/tutorials""",0.0
"""liangw89/RAVEN""",0.0
"""lidavidm/p4c""",0.0
"""lihongyan549/lihongyan""",0.0
"""lijunjie8888/P4_experiment""",0.0
"""lilione/P4_tutorials""",0.0
"""lin-yifan1/zion_p4code""",0.0
"""lincy991389662/tutorials""",0.0
"""link-xz/traffic_record""",0.0
"""linningnow/The-Road-to-P4""",0.0
"""linningnow/p4-guide""",0.0
"""linningnow/p4-learning""",0.0
"""linningnow/p4_double_precision""",0.0
"""linningnow/p4extern""",0.0
"""linningnow/p4register""",0.0
"""linningnow/tutorials""",0.0
"""linyib/tutorials""",0.0
"""liqia/tutorials""",0.0
"""lisheng7280202/tutorials""",0.0
"""liuhycn/my_p4_examples""",0.0
"""liujian2014/tutorials""",0.0
"""liuliuliu0605/tutorials""",0.0
"""liuquanze/P4-Inband-Network""",0.0
"""liux3176/tutorials""",0.0
"""liuyp677/tutorials""",0.0
"""liuzhengzheng12/FlexDP""",0.0
"""liuzhengzheng12/HyperV""",0.0
"""liuzhengzheng12/load_balancer""",0.0
"""liuzhengzheng12/stateful_udp_inspector""",0.0
"""lixiang1999/tutorials""",0.0
"""lixiao19/p4_basic_lb_metering_nic""",0.0
"""ljm625/p4-guide""",0.0
"""ljzalc1022/P4_tutorial""",0.0
"""lkpdn/p4c""",0.0
"""loalan/p4c""",0.0
"""lohsuan/p4_tutorials_practice""",0.0
"""longlongman/P4-SRC-CODE""",0.0
"""lorenzosaino/p4-tutorials""",0.0
"""losbiss/MultiSwitch""",0.0
"""loveTrain444/p4-arp""",0.0
"""loveTrain444/p4-mri""",0.0
"""lsinfo3/2018-P4-Firewall""",0.0
"""lsinfo3/P4FeatureExtraction_HPSR2021""",0.0
"""ltn18/p4lang-tutorials""",0.0
"""lucascavalare/P4""",0.0
"""luciadeoliveira/tscf""",0.0
"""luinaudt/P4CompilerOptimizationTest""",0.0
"""luinaudt/p4-demos""",0.0
"""luisaburini/calculadora-p4""",0.0
"""lukewaind/honors-thesis-project""",0.0
"""lululouisa/P4-learning""",0.0
"""luodua/tutorials""",0.0
"""luscis/NDN.p4""",0.0
"""luwangli/fcm_p4""",0.0
"""luwangli/tutorials""",0.0
"""lwj23/open-G-SRv6-P4""",0.0
"""lxd-cumt/p4-guide""",0.0
"""lyczak/p4-learning""",0.0
"""lzhzero/p4-guide""",0.0
"""lzhzero/p4-tutorials""",0.0
"""machadoatz/p4-guide""",0.0
"""maddyrajesh/ddosd-p4""",0.0
"""madhudhavala/DASH""",0.0
"""madhudhavala/p4-guide""",0.0
"""madhudhavala/tutorials""",0.0
"""maggz69/p4-tutorials""",0.0
"""mahendrapatel01/P4-test""",0.0
"""mahfida/P4-scripts""",0.0
"""majdlatah/tutorials""",0.0
"""makoto233/p4-applications""",0.0
"""malekkn/tutorials""",0.0
"""malldisaesar/NDN.p4-16""",0.0
"""malldisaesar1705/tugasakhir""",0.0
"""malysz/p4runtime-in-action""",0.0
"""mandanaGh/P4Parser-IEC-60870-5-104""",0.0
"""mandaryoshi/p4-learning""",0.0
"""mandaryoshi/tutorials""",0.0
"""mangood66/upf_p4_poc""",0.0
"""manishjangid/tutorials""",0.0
"""manolis07gr/pisn-spectra""",0.0
"""maq18/sonata-queries""",0.0
"""marauderlabs/p4c""",0.0
"""mariapostolaki/flowradar-p4-bmv2""",0.0
"""mariobaldi/DASH""",0.0
"""markwangC/open-G-SRv6-P4""",0.0
"""marsalans/p4se""",0.0
"""martinrotti/Kathara-Labs""",0.0
"""mat-jakis/CWM-ProgNets""",0.0
"""mateusbragatto/host1""",0.0
"""mattinelorza/tutorials""",0.0
"""maxholli/P4EC_hotedge20""",0.0
"""maxiwoj/Kathara-Labs""",0.0
"""mazahirhussain/P4-DGA-Multiclass""",0.0
"""mazahirhussain/p4-programs-survey""",0.0
"""mazahirhussain/p4-projects""",0.0
"""mazharn/tutorials""",0.0
"""mcnevesinf/math.p4""",0.0
"""mdien/puissance4-pas-drole""",0.0
"""mehmetes-sudo/p4-guide""",0.0
"""mehmethekim/mqtt_packet_processing_p4""",0.0
"""mehmethekim/mqtt_packet_processing_with_p4""",0.0
"""mehulrijawani/p4c""",0.0
"""mehulrijawani/tutorials""",0.0
"""melkitan/MultiSwitch""",0.0
"""melkitan/Netre""",0.0
"""mellanox-dev/SAI-P4-BM""",0.0
"""melon-li/p4-applications""",0.0
"""melon-li/p4-learning""",0.0
"""melon-li/p4-researching""",0.0
"""melosun-lab/Packet-Classification-with-HyperCut""",0.0
"""mendesvi/forward-5g""",0.0
"""mesutkocak/tutorials""",0.0
"""mfirataksoy/tutorials""",0.0
"""mgunjan/p4-learning""",0.0
"""mharris-t/p4-demos""",0.0
"""mharris-t/p4-guide""",0.0
"""mhudaky/fastreact.p4app""",0.0
"""michelman2/tutorials""",0.0
"""mickeyspiegel/p4-applications""",0.0
"""milgirl2021/tutorials""",0.0
"""mimc2735/tutorials""",0.0
"""mingyu97/NS3-p4simulator-module""",0.0
"""mingyu97/ns3-bmv2""",0.0
"""mingyu97/p4-guide""",0.0
"""mingyu97/p4-tutorials""",0.0
"""mingyu97/p4pi""",0.0
"""mingyuanZang/ICIN-22-InBandDDoSDetection-code""",0.0
"""miodragdinic/p4c""",0.0
"""miro662/p4_traffic_stats""",0.0
"""mitalum/DASH""",0.0
"""miyachu/tutorials""",0.0
"""mizuki2417/tutorials""",0.0
"""mkrason2k1/int_p4""",0.0
"""mmajdoubi/tutorials""",0.0
"""mmaron5/tutorials""",0.0
"""mmiele/p4-guide""",0.0
"""mmnelemane/Kathara-Labs""",0.0
"""mojtabamalekpour/Pathlet""",0.0
"""momoondoroo/open-G-SRv6-P4""",0.0
"""moreiralucas/mata59-redes""",0.0
"""morodrigu/CWM-ProgNets""",0.0
"""mosaico-anr/p4-int-l4s""",0.0
"""mostafaei/TEL""",0.0
"""mrVain0/p4-applications""",0.0
"""mrVain0/tutorials""",0.0
"""ms0359885/tutorials""",0.0
"""msbaz2013/lambda_nic""",0.0
"""msherman64/p4-guide""",0.0
"""msnwatson/cs145-final-project""",0.0
"""mthanghoang/2022_2023-network_programming-k33212-Hoang_Minh_Thang""",0.0
"""mugadza/p4_basic_outputs""",0.0
"""mugadza/tutorials""",0.0
"""mukeshjaiswal-stateless/tutorials""",0.0
"""mukeshmv/p4_test""",0.0
"""muntasirraihan/tutorials""",0.0
"""muthuramanecs03g/pie-for-tofino""",0.0
"""muyingluo1997/p4-guide""",0.0
"""muzixing/p4srv6""",0.0
"""mvbsilva/M-Sketch""",0.0
"""mvignaga/MPLS-KatharaLab""",0.0
"""mvivi18/p4-guide""",0.0
"""mzc796/coord_sampling""",0.0
"""nabilabonasser/p4-guide""",0.0
"""nagmat1/P4_counters""",0.0
"""nagmat1/Routing_enq_deq_depth""",0.0
"""nagmat1/arp_experiment""",0.0
"""nagmat1/hello_world_simple_prog_in_P4""",0.0
"""nagmat1/in_network_caching""",0.0
"""nagmat1/nagm_mri""",0.0
"""nagmat1/p4_tutorials""",0.0
"""natalia-costanzi/Kathara-Labs""",0.0
"""natalia-costanzi/tutorials""",0.0
"""navybhatia/p4-vxlanencapdecap""",0.0
"""nds-group/MetaCom""",0.0
"""neerajy1998/p4-codel""",0.0
"""neimarcos/tutorials""",0.0
"""nerds-ufes/minicurso-p4""",0.0
"""nerds-ufes/p4-learning""",0.0
"""netsys-iiitd/p4-guide""",0.0
"""netsys-iiitd/tutorials""",0.0
"""networked-systems-iith/AdaFlow""",0.0
"""networking13/simplep4router""",0.0
"""nguyenuet/p4c""",0.0
"""nhe-NV/tutorials""",0.0
"""nicobousquet/Data-Plane-Programming-network-programming-""",0.0
"""nicolaskagami/capest""",0.0
"""nilmax99/tutorials""",0.0
"""niruiye666/p4-learning""",0.0
"""niruiye666/tutorials""",0.0
"""nishantbudhdev/DPTP""",0.0
"""nithishkgnani/PSasCP""",0.0
"""niubin261/TurboFlow""",0.0
"""niubin261/p4lab""",0.0
"""niubin261/vnf_telemetry_lab""",0.0
"""njayinthehouse1/public""",0.0
"""njlnc/Enhancing-Transport-Security-through-Content-Permutation-with-P4""",0.0
"""njlnc/ddos-detection""",0.0
"""njlnc/ddosd-p4""",0.0
"""njlnc/tutorials""",0.0
"""nniranjhana/dps-p4""",0.0
"""noahsthompson/apip""",0.0
"""noaz/mtpsa-examples""",0.0
"""noaz/tutorials""",0.0
"""nosugerhcc/mri""",0.0
"""ntu-ben/NTU11101_VNS_FinalProject""",0.0
"""nuno-santos/infocom20""",0.0
"""nuoyiwang/CWM-ProgNets""",0.0
"""obventio56/acf_stateful_firewall""",0.0
"""ohnowade/p4tutotial""",0.0
"""omeranson/p4c""",0.0
"""oomatz/p4-researching""",0.0
"""open-nfpsw/p4_int_transit""",0.0
"""opencomputeproject/SAI""",0.0
"""ops4you/TP3_RDS""",0.0
"""orenzah/P4-HomeWork""",0.0
"""orgTestCodacy11KRepos110MB/repo-4673-tutorials""",0.0
"""orperes1/tutorials""",0.0
"""orr101/p4-applications""",0.0
"""owendouglas26/CWM-ProgNets""",0.0
"""owesomething/tutorials""",0.0
"""ox-computing/P4Pi-Tutorial-NetSoft-2022""",0.0
"""p4-programs/HappyFlowFriends""",0.0
"""p4-programs/Hyper4""",0.0
"""p4-programs/HyperV""",0.0
"""p4-programs/P4-OpenFlow-Example""",0.0
"""p4-programs/TurboFlow""",0.0
"""p4-programs/openstate.p4""",0.0
"""p4-programs/p4research""",0.0
"""p4-programs/sonata-queries""",0.0
"""p4db/HyperV""",0.0
"""p4db/p4db-mpvisor""",0.0
"""p4db/p4db-p4""",0.0
"""p4fpga/p4fpga-python-deprecated""",0.0
"""p4lang/p4-hlir""",0.0
"""paaguti/tutorials""",0.0
"""pablobviegas/mestrado""",0.0
"""pablobviegas/pratica1""",0.0
"""pablobviegas/tutorials""",0.0
"""panglianjunjun/tutorials""",0.0
"""panweiping3/tutorials""",0.0
"""paramsmit/p4-guide""",0.0
"""parhamyassini/Tofino-PINT""",0.0
"""pataei/petr4""",0.0
"""path-tracing/p4""",0.0
"""patorikkulee/label-routing""",0.0
"""patrick-k/tutorials""",0.0
"""patrickkon/p4-projects""",0.0
"""pavanrai123/tutorials""",0.0
"""pavmar/tutorials""",0.0
"""pbhide/pna""",0.0
"""pchabermann/tutorials""",0.0
"""pechmann/polio""",0.0
"""pedrofran12/tutorials""",0.0
"""peiqiaoWang/block.p4""",0.0
"""peixuewu/tutorials""",0.0
"""pentium3/tutorials-1""",0.0
"""peter8995/mininet""",0.0
"""pettershao-ragilenetworks/DASH""",0.0
"""pgigis/p4-researching""",0.0
"""phbridge/p4c""",0.0
"""pintaste/tutorials""",0.0
"""piotrek-szczygiel/tip-traffic-monitoring""",0.0
"""pl-ca/hackathons""",0.0
"""pl-ca/p4hackathon""",0.0
"""plmatev/tutorials""",0.0
"""pmphareng/IMQP""",0.0
"""poffertje/tutorials""",0.0
"""pofig37/p4c""",0.0
"""pokharelatul/p4tutorials""",0.0
"""poohdang/tutorials""",0.0
"""ppppb0/p4-demos""",0.0
"""pramodbhalerao/tutorials""",0.0
"""pranagupt/Speedlight""",0.0
"""pranagupt/tutorials""",0.0
"""praveingk/syndb-p4""",0.0
"""priteshranjan01/tutorials""",0.0
"""pritindra/P4-codes""",0.0
"""prognets/PPV""",0.0
"""prona-p4-learning-platform/p4-boilerplate""",0.0
"""proteus-cpi/A-Time-Sensitive-network-Switch-Implementation-using-P4""",0.0
"""proteus-cpi/P4""",0.0
"""pujita9615/FTC_Project""",0.0
"""pullself/p4_project""",0.0
"""punnal/p4-projects-princeton-cabernet""",0.0
"""purdue-cs422/fall-2023/public""",0.0
"""purdue-cs536/fall-2022/public""",0.0
"""qb0C80aE/p4-handson""",0.0
"""qb0C80aE/p4-scribbles""",0.0
"""qianmimi/PacketDropDection""",0.0
"""qianmimi/pSFC""",0.0
"""qianyuqiao/tutorials""",0.0
"""qiaolunzhang/p4-learning""",0.0
"""qin-nz/p4c""",0.0
"""qingyuShi1992/p4-guide""",0.0
"""qinzeyu724/q_routing""",0.0
"""qldaisd/tutorials""",0.0
"""qobilidop/fork-p4lang-tutorials""",0.0
"""qq995002966/my_pro""",0.0
"""qt-fly/SQR-bmv2""",0.0
"""quejinkook/p4c""",0.0
"""quejinkook/tutorials""",0.0
"""racoon0406/P4-load_balancing""",0.0
"""racoon0406/P4_DBproject""",0.0
"""rafid1970/tutorials""",0.0
"""raghuray1/DASH""",0.0
"""rajeevpanj/DetNetServices""",0.0
"""rajkiranjoshi/p4-projects""",0.0
"""rajkiranjoshi/p4c""",0.0
"""rakeshsharma712/p4c""",0.0
"""rakeshsharma712/p4c-psa-backend""",0.0
"""ralfkundel/p4bsub""",0.0
"""ralfkundel/p4se""",0.0
"""ramakrishnansr/p4-guide""",0.0
"""ramonfontes/dh-aes-p4""",0.0
"""ramyaby/blink-experiment""",0.0
"""ramyaby/nat""",0.0
"""randmrs/trans""",0.0
"""random1001guy/p4language""",0.0
"""ranimalhallak/p4c""",0.0
"""ravindch2005/P4Tutorial""",0.0
"""rawan305/tutorials""",0.0
"""razseg/tutorials""",0.0
"""razvanursu/p4-guide""",0.0
"""reachcool/DAIET""",0.0
"""redrattus/p4-guide""",0.0
"""reginalab/dh-aes-p4""",0.0
"""regisftm/bitmatrix""",0.0
"""regisftm/ufscar""",0.0
"""renaissanxe/p4srv6""",0.0
"""renchihiro/p4-int-1""",0.0
"""reubenleyland/CWM-ProgNets""",0.0
"""rishabhdubeyiisc/P4""",0.0
"""rishabkatta/netcache""",0.0
"""ritwik1212/tutorials""",0.0
"""rke-intel/Open-Tofino""",0.0
"""rmohaniitb/p4""",0.0
"""rmoldo/tutorials""",0.0
"""roachlje275/tutorials""",0.0
"""robertmacdavid/fabric_plus_up4""",0.0
"""robertmacdavid/tutorials""",0.0
"""robertsoule-barefoot/tutorials""",0.0
"""robocup12/tutorials""",0.0
"""robotrobo/gauntlet""",0.0
"""roctang/p4-guide""",0.0
"""roctang/p4-learning""",0.0
"""roctang/tutorials""",0.0
"""rohan-hiranandani/pie-for-tofino""",0.0
"""romoreira/P4-PacketClone""",0.0
"""ronaldo0010/tutorials""",0.0
"""ronfri48/p4tutorials""",0.0
"""ronhadad22/CCV""",0.0
"""roshanms/tutorials""",0.0
"""rosstex/p4c""",0.0
"""rsivakolundu/p4-applications""",0.0
"""rst0git/HyperV""",0.0
"""rst0git/P4Visor""",0.0
"""rst0git/p4-programs-survey""",0.0
"""ruanweizhang/tutorials""",0.0
"""rubensfig/p4se""",0.0
"""rubiruchi/p4-researching""",0.0
"""rubiruchi/rtt-18-sdn""",0.0
"""ruhang97/ProgrammableDataPlane""",0.0
"""ruhang97/tutorials""",0.0
"""ruimmpires/P4INT_P4PI""",0.0
"""runs-lab/public/practical-dns""",0.0
"""rvdpdotorg/P4-draft-hinden-6man-mtu-option""",0.0
"""rvdpdotorg/P4include""",0.0
"""rvdpdotorg/p4c""",0.0
"""ryanyux/p4-learning""",0.0
"""ryu-s-4/p4-upf-learning""",0.0
"""s19960826/INT-BMv2""",0.0
"""s19960826/INT-InBand-Network-Telemetry-""",0.0
"""s19960826/P4-Excercies""",0.0
"""s19960826/p4-guide""",0.0
"""s19960826/p4-learning""",0.0
"""s19960826/p4-projects""",0.0
"""s19960826/p4_tutorial""",0.0
"""s19960826/tutorials""",0.0
"""s19960826/vt""",0.0
"""s90311a2001/tutorials""",0.0
"""saberrey/p4-guide""",0.0
"""sahajsing/p4-guide""",0.0
"""sahilgupta221/hypertester""",0.0
"""sahilgupta221/p4-guide""",0.0
"""sahilgupta221/tna_fsm_dpi""",0.0
"""sahilgupta221/tutorials""",0.0
"""saifjawad81/IFIPNetworking20""",0.0
"""saikor/tutorials""",0.0
"""samahDD/rtt-18-sdn""",0.0
"""samanta-amit/tutorials""",0.0
"""sambacha/p4-projects""",0.0
"""sandhyarathee/P4_MRI""",0.0
"""sanjayjuneja/p4-guide""",0.0
"""sanjayjuneja/p4lang""",0.0
"""sanjayjuneja/tutorials""",0.0
"""sanmartiner/tutorials""",0.0
"""sanyaade-projects/P4-tutorials""",0.0
"""sarganio/hw3-P4-firewall""",0.0
"""sarganio/hw3-P4-load_balancing""",0.0
"""sarganio/hw3-P4-tunneling""",0.0
"""sashaffer/tutorials""",0.0
"""sathwik22/Mini_Project--p4""",0.0
"""sayondeep/P4-Based-UPF-UL-CL-Uplink-Classifier-for-5G-RAN-""",0.0
"""sbibek/p4-guide""",0.0
"""sc68cal/p4lang_tutorials""",0.0
"""schiederme/DDoS_Flooding_Attack_Mitigation_in_Software_Defined_Networks""",0.0
"""schouery/p4-data-flow-1""",0.0
"""seandunlap/tutorials""",0.0
"""seanschoi/lambda_nic""",0.0
"""sebavarghese/p4""",0.0
"""sebitas0623/ddosd-p4""",0.0
"""sebthirion/p4-exp""",0.0
"""selected997/p4-guide""",0.0
"""selected997/p4-learning""",0.0
"""selected997/p4-programs-survey""",0.0
"""selected997/p4_double_precision""",0.0
"""selected997/p4extern""",0.0
"""selected997/paco""",0.0
"""seolseokjoon/netcope-p4""",0.0
"""serhatarslan-hub/nanoTransport-p4""",0.0
"""sethfowler/p4c""",0.0
"""shahid2636/DPTP""",0.0
"""shahid2636/p4-projects""",0.0
"""shahid2636/qostcp""",0.0
"""shankusu2017/tutorials_fork""",0.0
"""shashidharrao19/Topics-in-Networks""",0.0
"""shellchr/tutorials""",0.0
"""shenbc/p4-guide""",0.0
"""shenzhy2021/open-G-SRv6-P4""",0.0
"""shh0613/open-G-SRv6-P4""",0.0
"""shi0rik0/p4-tutorials""",0.0
"""shiftpop0/AdvTech""",0.0
"""shiftpop0/AdvTech2022-Test-Only""",0.0
"""shihjames/tutorials""",0.0
"""shirgra/p4-researching""",0.0
"""shirgra/tutorials""",0.0
"""shirshyad/p4Work""",0.0
